Created,Recipe,All Ingredients Needed,Star Rating,Meal Type,Sell Price,Energy Restore,Realm,Remy's Realm,Fruit,Grains,Dairy,Fish,Protein,Seafood,Herbs/ Spices,Sweet,Vegetable,Ice,Total in Stock
FALSE,Kanine Krunchies Cereal,"Pearly Barely, Pincushion Peach",2,Entree,107,796,Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Pixie Pizza,"Fairy Kamut, Cheese, Tomato, Fairy Sprinkles, Button Mushroom",5,Entree,718,"1,268",Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Scarlet Kale and Cheese Pinwheels,"Wheat, Scartlet Kale, Cheese",3,Entree,294,694,Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Stargazy Pie,"Measuring-Tape Snail, Satin-Finned Beta, Red Alpine Bass, Wheat",4,Entree,"1,953","5,000",Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Vintage Peach Trifle,"Pincushion Peach, Milk, Pearly Barely, Sugarcane, Any Fruit",5,Entree,544,"1,752",Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Beauty and the Beets Napoleon,"Beetroot, Butter, Egg, Milk, Red Alpine Bass",4,Dessert,"1,109","2,782",Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Beet Brownie Stack,"Beetroot, Egg, Any Sweet",3,Dessert,363,826,Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Beet Sugar Sculpture,"Beetroot, Sugarcane",2,Dessert,51,223,Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Fairy Boot Cake,"Fairy Kamut, Honey Coral, Egg, Butter, Dark Chocoloate Coffee Beans",5,Dessert,"1,212","2,052",Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Fairy Bread,"Fairy Kamut, Fairy Sprinkles",2,Dessert,243,360,Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Fairy Wands,"Bonsai Star Fruit, Lollipop Fruit, Any Fruit",3,Dessert,229,"1,028",Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Pixie Ice Cream Dome Cake,"Fairy Kamut, Fairy Sprinkles, Slush Ice, Red Currants",4,Dessert,554,"1,489",Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Red Currant Linzer Cookies,"Wheat, Butter, Red Currants, Sugarcane",4,Dessert,365,"1,379",Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Red Currant Valley Cakes,"Egg, Milk, Red Currants",3,Dessert,676,"1,895",Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Tigger Tails,"Lollipop Fruit, Fairy Sprinkles",2,Dessert,253,437,Wishblossom Mountains,FALSE,,,,,,,,,,,
FALSE,Festive Blueberry Hot Cocoa,"Milk, Sugarcane, Cocoa Beans, Blueberry",4,Dessert,491,"1,647",Base Game,FALSE,,,,,,,,,,,
FALSE,Festive Cherry Hot Cocoa,"Milk, Sugarcane, Cocoa Beans, Cherry",4,Dessert,511,"1,932",Base Game,FALSE,,,,,,,,,,,
FALSE,Festive Mint Hot Cocoa,"Milk, Sugarcane, Cocoa Beans, Mint",4,Dessert,523,"1,276",Base Game,FALSE,,,,,,,,,,,
